speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_3,cluster_0,cluster_10,cluster_1,cluster_7,cluster_12,cluster_8,cluster_9,cluster_11,cluster_6,cluster_2,cluster_4,cluster_5_p,cluster_3_p,cluster_0_p,cluster_10_p,cluster_1_p,cluster_7_p,cluster_12_p,cluster_8_p,cluster_9_p,cluster_11_p,cluster_6_p,cluster_2_p,cluster_4_p,n
10372,960043331,SCHWEIKER,RICHARD,S,PA,M,R,,voting,19790515,1926-06-01,1926,1979,53,96103721,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,960044897,CRANSTON,ALAN,S,CA,M,D,,voting,19790516,1914-06-19,1914,1979,65,96107681,0.0,17,3,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10768,960045015,CRANSTON,ALAN,S,CA,M,D,,voting,19790516,1914-06-19,1914,1979,65,96107681,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,960045094,CRANSTON,ALAN,S,CA,M,D,,voting,19790516,1914-06-19,1914,1979,65,96107681,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,960045179,CRANSTON,ALAN,S,CA,M,D,,voting,19790516,1914-06-19,1914,1979,65,96107681,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11189,960045844,HELMS,JESSE,S,NC,M,R,,voting,19790517,1921-10-18,1921,1979,58,96111891,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,960045847,KENNEDY,EDWARD,S,MA,M,D,,voting,19790517,1932-02-22,1932,1979,47,96114941,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10741,960045905,MITCHELL,PARREN,H,MD,M,D,7.0,voting,19790517,1922-04-29,1922,1979,57,96107410,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10556,960046666,ABDNOR,JAMES,H,SD,M,R,2.0,voting,19790521,1923-02-13,1923,1979,56,96105560,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10524,960046902,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790521,1926-08-03,1926,1979,53,96105240,1.4293144260879959e-09,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10829,960047017,HAWKINS,AUGUSTUS,H,CA,M,D,29.0,voting,19790521,1907-08-31,1907,1979,72,96108290,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,960047565,JAVITS,JACOB,S,NY,M,R,,voting,19790522,1904-05-18,1904,1979,75,96103451,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,960047660,GOLDWATER,BARRY,S,AZ,M,R,,voting,19790522,1909-01-01,1909,1979,70,96106051,0.0,0,1,0,1,2,6,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11328,960047762,SARBANES,PAUL,S,MD,M,D,,voting,19790522,1933-02-03,1933,1979,46,96113281,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10356,960047978,MCGOVERN,GEORGE,S,SD,M,D,,voting,19790522,1922-07-19,1922,1979,57,96103561,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10471,960048359,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19790522,1919-12-10,1919,1979,60,96104711,0.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11189,960048552,HELMS,JESSE,S,NC,M,R,,voting,19790523,1921-10-18,1921,1979,58,96111891,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10356,960048599,MCGOVERN,GEORGE,S,SD,M,D,,voting,19790523,1922-07-19,1922,1979,57,96103561,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10636,960049334,RAILSBACK,THOMAS,H,IL,M,R,19.0,voting,19790523,1932-01-22,1932,1979,47,96106360,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10931,960050338,KASSEBAUM,NANCY,S,KS,F,R,,voting,19790524,1932-07-29,1932,1979,47,96109311,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10712,960051269,BEDELL,BERKLEY,H,IA,M,D,6.0,voting,19790531,1921-03-05,1921,1979,58,96107120,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10893,960051385,DICKINSON,WILLIAM,H,AL,M,R,2.0,voting,19790531,1925-06-05,1925,1979,54,96108930,6.996875787669276e-05,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10893,960051407,DICKINSON,WILLIAM,H,AL,M,R,2.0,voting,19790531,1925-06-05,1925,1979,54,96108930,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10576,960051782,BUTLER,MANLEY,H,VA,M,R,6.0,voting,19790531,1925-06-02,1925,1979,54,96105760,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,960052233,HOLLINGS,ERNEST,S,SC,M,D,,voting,19790604,1922-01-01,1922,1979,57,96112531,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11271,960052911,VENTO,BRUCE,H,MN,M,D,4.0,voting,19790605,1940-10-07,1940,1979,39,96112710,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11650,960053132,SNOWE,OLYMPIA,H,ME,F,R,2.0,voting,19790605,1947-02-21,1947,1979,32,96116500,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11817,960053288,HATCH,ORRIN,S,UT,M,R,,voting,19790605,1934-03-22,1934,1979,45,96118171,0.0,1,2,0,1,6,0,0,0,0,0,0,0,0,0.1,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10703,960053343,WEICKER,LOWELL,S,CT,M,R,,voting,19790605,1931-05-16,1931,1979,48,96107031,0.0,0,0,48,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
10369,960053401,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19790605,1910-04-09,1910,1979,69,96103691,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10902,960053611,EXON,J.,S,NE,M,D,,voting,19790605,1921-08-09,1921,1979,58,96109021,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10839,960053701,METZENBAUM,HOWARD,S,OH,M,D,,voting,19790605,1917-06-04,1917,1979,62,96108391,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10839,960053712,METZENBAUM,HOWARD,S,OH,M,D,,voting,19790605,1917-06-04,1917,1979,62,96108391,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10927,960053732,JOHNSTON,JOHN,S,LA,M,D,,voting,19790605,1932-06-10,1932,1979,47,96109271,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10477,960054028,STEWART,DONALD,S,AL,M,D,,voting,19790605,1940-02-08,1940,1979,39,96104771,0.0,2,1,0,1,3,3,0,0,0,0,0,0,0,0.2,0.1,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10709,960054235,ADDABBO,JOSEPH,H,NY,M,D,7.0,voting,19790606,1925-03-17,1925,1979,54,96107090,0.0,4,4,0,1,0,0,0,1,0,0,0,0,0,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
10658,960054558,BURTON,PHILLIP,H,CA,M,D,6.0,voting,19790606,1926-06-01,1926,1979,53,96106580,0.0,4,4,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10995,960054706,WYLIE,CHALMERS,H,OH,M,R,15.0,voting,19790606,1920-11-23,1920,1979,59,96109950,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10315,960055401,CHURCH,FRANK,S,ID,M,D,,voting,19790606,1924-07-25,1924,1979,55,96103151,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11189,960055973,HELMS,JESSE,S,NC,M,R,,voting,19790607,1921-10-18,1921,1979,58,96111891,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10480,960056336,ASHLEY,THOMAS,H,OH,M,D,9.0,voting,19790607,1923-01-11,1923,1979,56,96104800,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10480,960056516,ASHLEY,THOMAS,H,OH,M,D,9.0,voting,19790607,1923-01-11,1923,1979,56,96104800,0.0,6,1,0,2,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10641,960056525,ROUSSELOT,JOHN,H,CA,M,R,26.0,voting,19790607,1927-11-01,1927,1979,52,96106410,0.0,8,1,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10679,960056554,LEVITAS,ELLIOTT,H,GA,M,D,4.0,voting,19790607,1930-12-26,1930,1979,49,96106790,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10695,960056836,ROSENTHAL,BENJAMIN,H,NY,M,D,8.0,voting,19790607,1923-06-08,1923,1979,56,96106950,0.0,4,6,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11008,960056877,BROOKS,JACK,H,TX,M,D,9.0,voting,19790607,1922-12-18,1922,1979,57,96110080,0.0,13,6,0,1,0,0,0,0,0,0,0,0,0,0.65,0.3,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10921,960056881,HORTON,FRANK,H,NY,M,R,34.0,voting,19790607,1919-12-12,1919,1979,60,96109210,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10548,960057081,ULLMAN,ALBERT,H,OR,M,D,2.0,voting,19790607,1914-03-09,1914,1979,65,96105480,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10610,960057575,HART,GARY,S,CO,M,D,,voting,19790611,1936-11-28,1936,1979,43,96106101,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11008,960057718,BROOKS,JACK,H,TX,M,D,9.0,voting,19790611,1922-12-18,1922,1979,57,96110080,0.0,13,5,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10695,960057836,ROSENTHAL,BENJAMIN,H,NY,M,D,8.0,voting,19790611,1923-06-08,1923,1979,56,96106950,0.0,12,6,0,2,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10369,960058254,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19790612,1910-04-09,1910,1979,69,96103691,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,960058376,GOLDWATER,BARRY,S,AZ,M,R,,voting,19790612,1909-01-01,1909,1979,70,96106051,0.0,3,2,1,34,6,0,2,0,0,0,0,0,0,0.0625,0.041666666666666664,0.020833333333333332,0.7083333333333334,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,48
10345,960058930,JAVITS,JACOB,S,NY,M,R,,voting,19790612,1904-05-18,1904,1979,75,96103451,0.0,15,5,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11008,960059521,BROOKS,JACK,H,TX,M,D,9.0,voting,19790612,1922-12-18,1922,1979,57,96110080,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0,0.42105263157894735,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11220,960059990,THURMOND,J.,S,SC,M,R,,voting,19790613,1902-12-05,1902,1979,77,96112201,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10821,960060176,DURENBERGER,DAVID,S,MN,M,R,,voting,19790613,1934-08-19,1934,1979,45,96108211,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11220,960060187,THURMOND,J.,S,SC,M,R,,voting,19790613,1902-12-05,1902,1979,77,96112201,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10579,960061109,CLAUSEN,DONALD,H,CA,M,R,2.0,voting,19790613,1923-04-27,1923,1979,56,96105790,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10613,960061114,HINSON,JON,H,MS,M,R,4.0,voting,19790613,1942-03-16,1942,1979,37,96106130,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11153,960061372,ROTH,WILLIAM,S,DE,M,R,,voting,19790614,1921-07-22,1921,1979,58,96111531,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12018,960061565,LEAHY,PATRICK,S,VT,M,D,,voting,19790614,1940-03-31,1940,1979,39,96120181,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11648,960061633,LUGAR,RICHARD,S,IN,M,R,,voting,19790614,1932-04-04,1932,1979,47,96116481,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10839,960061918,METZENBAUM,HOWARD,S,OH,M,D,,voting,19790614,1917-06-04,1917,1979,62,96108391,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11302,960062780,GILMAN,BENJAMIN,H,NY,M,R,26.0,voting,19790615,1922-12-06,1922,1979,57,96113020,0.2244983928258475,0,9,0,0,0,0,0,0,0,0,0,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10
10345,960063733,JAVITS,JACOB,S,NY,M,R,,voting,19790618,1904-05-18,1904,1979,75,96103451,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10356,960064505,MCGOVERN,GEORGE,S,SD,M,D,,voting,19790619,1922-07-19,1922,1979,57,96103561,0.0,8,1,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,960064585,JAVITS,JACOB,S,NY,M,R,,voting,19790619,1904-05-18,1904,1979,75,96103451,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11028,960064798,GLENN,JOHN,S,OH,M,D,,voting,19790619,1921-07-18,1921,1979,58,96110281,0.0,2,7,0,1,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11271,960065294,VENTO,BRUCE,H,MN,M,D,4.0,voting,19790619,1940-10-07,1940,1979,39,96112710,0.0,1,8,0,1,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10666,960065468,ERLENBORN,JOHN,H,IL,M,R,14.0,voting,19790619,1927-02-08,1927,1979,52,96106660,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10666,960065474,ERLENBORN,JOHN,H,IL,M,R,14.0,voting,19790619,1927-02-08,1927,1979,52,96106660,0.0,3,4,0,0,0,2,0,0,0,1,0,0,0,0.3,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
10692,960065583,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19790620,1915-11-11,1915,1979,64,96106921,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10524,960066201,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790620,1926-08-03,1926,1979,53,96105240,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10524,960066456,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790620,1926-08-03,1926,1979,53,96105240,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10524,960066497,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790620,1926-08-03,1926,1979,53,96105240,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10524,960066578,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790620,1926-08-03,1926,1979,53,96105240,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10641,960066742,ROUSSELOT,JOHN,H,CA,M,R,26.0,voting,19790620,1927-11-01,1927,1979,52,96106410,0.0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10309,960067038,BAYH,BIRCH,S,IN,M,D,,voting,19790621,1928-01-22,1928,1979,51,96103091,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10524,960067281,MURPHY,JOHN,H,NY,M,D,17.0,voting,19790621,1926-08-03,1926,1979,53,96105240,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10707,960067584,ZABLOCKI,CLEMENT,H,WI,M,D,4.0,voting,19790621,1912-11-18,1912,1979,67,96107070,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10714,960067855,CAMPBELL,CARROLL,H,SC,M,R,4.0,voting,19790621,1940-07-24,1940,1979,39,96107140,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10762,960068110,BOLAND,EDWARD,H,MA,M,D,2.0,voting,19790622,1911-10-01,1911,1979,68,96107620,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10354,960069032,MAGNUSON,WARREN,S,WA,M,D,,voting,19790625,1905-04-12,1905,1979,74,96103541,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,960069200,DOLE,ROBERT,S,KS,M,R,,voting,19790625,1923-07-22,1923,1979,56,96110161,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10878,960069202,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19790625,1943-07-28,1943,1979,36,96108781,9.862050875618685e-18,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,960069203,JAVITS,JACOB,S,NY,M,R,,voting,19790625,1904-05-18,1904,1979,75,96103451,2.3974531232100804e-05,2,7,0,0,0,0,0,0,0,0,1,0,0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
11959,960069688,GRASSLEY,CHARLES,H,IA,M,R,3.0,voting,19790625,1933-09-17,1933,1979,46,96119590,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10934,960069748,LAGOMARSINO,ROBERT,H,CA,M,R,19.0,voting,19790625,1926-09-04,1926,1979,53,96109340,0.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10354,960069935,MAGNUSON,WARREN,S,WA,M,D,,voting,19790626,1905-04-12,1905,1979,74,96103541,0.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10980,960070459,SIMPSON,ALAN,S,WY,M,R,,voting,19790626,1931-09-02,1931,1979,48,96109801,0.0,2,7,0,1,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,960070523,DOLE,ROBERT,S,KS,M,R,,voting,19790626,1923-07-22,1923,1979,56,96110161,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10523,960070656,MOORHEAD,WILLIAM,H,PA,M,D,14.0,voting,19790626,1923-04-08,1923,1979,56,96105230,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11061,960070746,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19790626,1923-03-02,1923,1979,56,96110610,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10523,960070780,MOORHEAD,WILLIAM,H,PA,M,D,14.0,voting,19790626,1923-04-08,1923,1979,56,96105230,0.0094941763340805,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10789,960071095,MCKINNEY,STEWART,H,CT,M,R,4.0,voting,19790626,1931-01-30,1931,1979,48,96107890,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
