speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_2,cluster_4,cluster_1,cluster_3,cluster_14,cluster_0,cluster_6,cluster_11,cluster_13,cluster_9,cluster_18,cluster_16,cluster_8,cluster_12,cluster_19,cluster_15,cluster_17,cluster_10,cluster_7,cluster_5_p,cluster_2_p,cluster_4_p,cluster_1_p,cluster_3_p,cluster_14_p,cluster_0_p,cluster_6_p,cluster_11_p,cluster_13_p,cluster_9_p,cluster_18_p,cluster_16_p,cluster_8_p,cluster_12_p,cluster_19_p,cluster_15_p,cluster_17_p,cluster_10_p,cluster_7_p,n
10132,860078923,EDMONDSON,EDMOND,H,OK,M,D,2.0,voting,19590624,1919-04-07,1919,1959,40,86101320,0.0,2,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.65,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9713,860078955,CURTIS,LAURENCE,H,MA,M,R,10.0,voting,19590624,1893-09-03,1893,1959,66,86097130,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9782,860081692,KENNEDY,JOHN,S,MA,M,D,,voting,19590629,1917-05-29,1917,1959,42,86097821,0.0,0,9,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.45,0.0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9516,860084501,NEUBERGER,RICHARD,S,OR,M,D,,voting,19590701,1912-12-26,1912,1959,47,86095161,0.1857429524322947,2,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
9516,860084502,NEUBERGER,RICHARD,S,OR,M,D,,voting,19590701,1912-12-26,1912,1959,47,86095161,0.0931684368002687,0,1,1,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860087251,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19590706,1894-05-26,1894,1959,65,86098820,0.0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,860087796,MORSE,WAYNE,S,OR,M,D,,voting,19590707,1900-10-20,1900,1959,59,86098531,0.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9770,860090350,SCHERER,GORDON,H,OH,M,R,1.0,voting,19590708,1906-12-26,1906,1959,53,86097700,0.0,7,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0.05,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10193,860090370,ARENDS,LESLIE,H,IL,M,R,17.0,voting,19590708,1895-09-27,1895,1959,64,86101930,2.1650284527110802e-16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9940,860090574,MCCARTHY,EUGENE,S,MN,M,D,,voting,19590709,1916-03-29,1916,1959,43,86099401,0.0,1,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9625,860092530,BENTLEY,ALVIN,H,MI,M,R,8.0,voting,19590713,1918-08-30,1918,1959,41,86096250,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10344,860095427,JARMAN,JOHN,H,OK,M,D,5.0,voting,19590716,1915-07-17,1915,1959,44,86103440,0.0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10228,860096228,GREEN,EDITH,H,OR,F,D,3.0,voting,19590720,1910-01-17,1910,1959,49,86102280,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10425,860096833,HUMPHREY,HUBERT,S,MN,M,D,,voting,19590721,1911-05-27,1911,1959,48,86104251,0.0,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.45,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9782,860097672,KENNEDY,JOHN,S,MA,M,D,,voting,19590722,1917-05-29,1917,1959,42,86097821,0.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,860097720,JAVITS,JACOB,S,NY,M,R,,voting,19590722,1904-05-18,1904,1959,55,86103451,0.0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10016,860097736,MUNDT,KARL,S,SD,M,R,,voting,19590722,1900-06-03,1900,1959,59,86100161,0.0,1,5,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.25,0.35,0.25,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9923,860097741,HOLLAND,SPESSARD,S,FL,M,D,,voting,19590722,1892-07-10,1892,1959,67,86099231,0.0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10016,860097752,MUNDT,KARL,S,SD,M,R,,voting,19590722,1900-06-03,1900,1959,59,86100161,9.110832865679348e-07,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10016,860097758,MUNDT,KARL,S,SD,M,R,,voting,19590722,1900-06-03,1900,1959,59,86100161,2.913571087917326e-06,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9805,860098339,CLARK,JOSEPH,S,PA,M,D,,voting,19590723,1901-10-21,1901,1959,58,86098051,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9982,860098413,YOUNG,STEPHEN,S,OH,M,D,,voting,19590723,1889-05-04,1889,1959,70,86099821,0.0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11220,860098487,THURMOND,J.,S,SC,M,D,,voting,19590723,1902-12-05,1902,1959,57,86112201,0.0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11220,860098492,THURMOND,J.,S,SC,M,D,,voting,19590723,1902-12-05,1902,1959,57,86112201,0.0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9805,860098553,CLARK,JOSEPH,S,PA,M,D,,voting,19590723,1901-10-21,1901,1959,58,86098051,0.0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,860098691,GOLDWATER,BARRY,S,AZ,M,R,,voting,19590723,1909-01-01,1909,1959,50,86106051,0.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,860098748,JAVITS,JACOB,S,NY,M,R,,voting,19590723,1904-05-18,1904,1959,55,86103451,0.0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9950,860098794,PROUTY,WINSTON,S,VT,M,R,,voting,19590723,1906-09-01,1906,1959,53,86099501,2.43228944774144e-07,5,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.4,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9923,860098800,HOLLAND,SPESSARD,S,FL,M,D,,voting,19590723,1892-07-10,1892,1959,67,86099231,0.0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9923,860098824,HOLLAND,SPESSARD,S,FL,M,D,,voting,19590723,1892-07-10,1892,1959,67,86099231,0.0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9808,860098877,DIRKSEN,EVERETT,S,IL,M,R,,voting,19590723,1896-01-04,1896,1959,63,86098081,0.0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10022,860098914,RUSSELL,RICHARD,S,GA,M,D,,voting,19590723,1897-11-02,1897,1959,62,86100221,0.0,3,3,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.4,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10016,860098925,MUNDT,KARL,S,SD,M,R,,voting,19590723,1900-06-03,1900,1959,59,86100161,0.0,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10471,860098977,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19590723,1919-12-10,1919,1959,40,86104711,0.0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10016,860099057,MUNDT,KARL,S,SD,M,R,,voting,19590723,1900-06-03,1900,1959,59,86100161,0.0,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9726,860100969,HOFFMAN,CLARE,H,MI,M,R,4.0,voting,19590727,1875-09-10,1875,1959,84,86097260,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9538,860101313,BUTLER,JOHN,S,MD,M,R,,voting,19590728,1897-07-21,1897,1959,62,86095381,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860102835,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19590728,1894-05-26,1894,1959,65,86098820,0.0,16,43,16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5375,0.2,0.0125,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
10281,860102851,SAYLOR,JOHN,H,PA,M,R,22.0,voting,19590728,1908-07-23,1908,1959,51,86102810,0.0,0,5,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9477,860103092,BRIDGES,HENRY,S,NH,M,R,,voting,19590729,1898-09-09,1898,1959,61,86094771,0.0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,860107034,EASTLAND,JAMES,S,MS,M,D,,voting,19590806,1904-11-28,1904,1959,55,86102211,0.0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9686,860110079,TELLER,LUDWIG,H,NY,M,D,20.0,voting,19590812,1911-06-22,1911,1959,48,86096860,0.0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9768,860111630,SANTANGELO,ALFRED,H,NY,M,D,18.0,voting,19590813,1912-06-04,1912,1959,47,86097680,0.0,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10228,860113848,GREEN,EDITH,H,OR,F,D,3.0,voting,19590817,1910-01-17,1910,1959,49,86102280,0.0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,860114077,JAVITS,JACOB,S,NY,M,R,,voting,19590818,1904-05-18,1904,1959,55,86103451,0.0,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9540,860114754,CAPEHART,HOMER,S,IN,M,R,,voting,19590818,1897-06-06,1897,1959,62,86095401,0.0,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,860126936,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19590831,1891-12-21,1891,1959,68,86100760,0.0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9782,860131181,KENNEDY,JOHN,S,MA,M,D,,voting,19590903,1917-05-29,1917,1959,42,86097821,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9697,860131856,ALEXANDER,HUGH,H,NC,M,D,9.0,voting,19590903,1911-08-07,1911,1959,48,86096970,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9697,860131989,ALEXANDER,HUGH,H,NC,M,D,9.0,voting,19590903,1911-08-07,1911,1959,48,86096970,1.630009853778518e-07,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10413,860133789,DENT,JOHN,H,PA,M,D,21.0,voting,19590904,1908-03-10,1908,1959,51,86104130,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,860135391,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19590905,1891-12-21,1891,1959,68,86100760,7.942668914452116e-10,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9835,860136941,JOHNSTON,OLIN,S,SC,M,D,,voting,19590907,1896-11-18,1896,1959,63,86098351,0.0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860137598,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19590907,1894-05-26,1894,1959,65,86098820,6.46018409957648e-10,6,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9882,860137602,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19590907,1894-05-26,1894,1959,65,86098820,0.0,6,17,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5666666666666667,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
9770,860137605,SCHERER,GORDON,H,OH,M,R,1.0,voting,19590907,1906-12-26,1906,1959,53,86097700,1.051014412293466e-14,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860137606,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19590907,1894-05-26,1894,1959,65,86098820,0.0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,860137612,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19590907,1891-12-21,1891,1959,68,86100760,0.0,14,7,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667,0.23333333333333334,0.03333333333333333,0.1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10450,860137705,ROGERS,PAUL,H,FL,M,D,6.0,voting,19590907,1921-06-04,1921,1959,38,86104500,0.0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9669,860139311,MEYER,WILLIAM,H,VT,M,D,0.0,voting,19590908,1914-12-29,1914,1959,45,86096690,1.0712017951948365e-12,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10088,860139323,RIVERS,LUCIUS,H,SC,M,D,1.0,voting,19590908,1905-09-28,1905,1959,54,86100880,0.0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10306,860142313,ALBERT,CARL,H,OK,M,D,3.0,voting,19590910,1908-05-10,1908,1959,51,86103060,0.0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9681,860143758,ROGERS,EDITH,H,MA,F,R,5.0,voting,19590911,1881-03-19,1881,1959,78,86096810,0.0,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10245,860149680,HOSMER,CRAIG,H,CA,M,R,18.0,voting,19600111,1915-05-06,1915,1960,45,86102450,0.0,2,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.75,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9882,860149889,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19600112,1894-05-26,1894,1960,66,86098820,0.0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860158723,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19600202,1894-05-26,1894,1960,66,86098820,0.0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10500,860164295,FLOOD,DANIEL,H,PA,M,D,11.0,voting,19600215,1903-11-26,1903,1960,57,86105000,0.0,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10500,860164297,FLOOD,DANIEL,H,PA,M,D,11.0,voting,19600215,1903-11-26,1903,1960,57,86105000,0.0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10832,860166794,KASTENMEIER,ROBERT,H,WI,M,D,2.0,voting,19600217,1924-01-24,1924,1960,36,86108320,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10384,860167113,TALMADGE,HERMAN,S,GA,M,D,,voting,19600218,1913-08-09,1913,1960,47,86103841,0.0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,860167259,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19600218,1894-05-26,1894,1960,66,86098820,0.0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10622,860170713,LONG,RUSSELL,S,LA,M,D,,voting,19600224,1918-11-03,1918,1960,42,86106221,0.0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,860171313,HILL,JOSEPH,S,AL,M,D,,voting,19600225,1894-12-29,1894,1960,66,86098271,0.0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10228,860171538,GREEN,EDITH,H,OR,F,D,3.0,voting,19600225,1910-01-17,1910,1960,50,86102280,0.0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
