speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_10,cluster_3,cluster_5,cluster_4,cluster_9,cluster_7,cluster_1,cluster_0,cluster_8,cluster_6,cluster_2_p,cluster_10_p,cluster_3_p,cluster_5_p,cluster_4_p,cluster_9_p,cluster_7_p,cluster_1_p,cluster_0_p,cluster_8_p,cluster_6_p,n
7256,660056349,THOMAS,CHARLES,S,CO,M,D,,voting,19190808,1849-12-06,1849,1919,70,66072561,0.0,7,0,0,0,0,0,3,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
7256,660064222,THOMAS,CHARLES,S,CO,M,D,,voting,19190823,1849-12-06,1849,1919,70,66072561,0.0,9,0,0,0,0,0,0,0,0,1,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
7256,660064236,THOMAS,CHARLES,S,CO,M,D,,voting,19190823,1849-12-06,1849,1919,70,66072561,0.0,15,0,3,0,0,0,2,0,0,0,0,0.75,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,20
7608,660064371,LENROOT,IRVINE,S,WI,M,R,,voting,19190825,1869-01-31,1869,1919,50,66076081,1.72954899519915e-09,7,0,2,0,1,0,0,0,0,0,0,0.7,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,660064372,THOMAS,CHARLES,S,CO,M,D,,voting,19190825,1849-12-06,1849,1919,70,66072561,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,660064387,SMOOT,REED,S,UT,M,R,,voting,19190825,1862-01-10,1862,1919,57,66079101,0.0,16,0,2,0,0,0,1,1,0,0,0,0.8,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,20
8450,660064421,KING,WILLIAM,S,UT,M,D,,voting,19190825,1863-06-03,1863,1919,56,66084501,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8233,660064434,WALSH,THOMAS,S,MT,M,D,,voting,19190825,1859-06-12,1859,1919,60,66082331,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7430,660064649,FALL,ALBERT,S,NM,M,R,,voting,19190825,1861-11-26,1861,1919,58,66074301,0.0,9,0,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7262,660064684,KIRBY,WILLIAM,S,AR,M,D,,voting,19190825,1867-11-16,1867,1919,52,66072621,0.0,9,1,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,660067011,THOMAS,CHARLES,S,CO,M,D,,voting,19190828,1849-12-06,1849,1919,70,66072561,0.0,12,1,7,0,0,0,0,0,0,0,0,0.6,0.05,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7608,660068433,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,66076081,1.0960662261598833e-20,7,0,3,0,0,0,0,0,0,0,0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,660068480,SMOOT,REED,S,UT,M,R,,voting,19190830,1862-01-10,1862,1919,57,66079101,0.0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7608,660068487,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,66076081,0.0,11,3,4,1,1,1,7,0,1,1,0,0.36666666666666664,0.1,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.0,0.03333333333333333,0.03333333333333333,0.0,30
7608,660068504,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,66076081,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,660068518,SMOOT,REED,S,UT,M,R,,voting,19190830,1862-01-10,1862,1919,57,66079101,0.0,3,0,7,0,0,0,0,0,0,0,0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7710,660068565,JONES,ANDRIEUS,S,NM,M,D,,voting,19190830,1862-05-16,1862,1919,57,66077101,0.0,1,0,0,0,0,0,9,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,10
7917,660106769,VAILE,WILLIAM,H,CO,M,R,1.0,voting,19191025,1876-06-22,1876,1919,43,66079170,0.0,14,0,13,0,1,2,0,0,0,0,0,0.4666666666666667,0.0,0.43333333333333335,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,30
8066,660106779,BARBOUR,HENRY,H,CA,M,R,7.0,voting,19191025,1877-03-08,1877,1919,42,66080660,0.0,17,1,0,0,0,1,0,1,0,0,0,0.85,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,20
7917,660107835,VAILE,WILLIAM,H,CO,M,R,1.0,voting,19191027,1876-06-22,1876,1919,43,66079170,0.0,2,1,7,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7809,660151389,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19200114,1862-08-30,1862,1920,58,66078091,0.0,6,0,0,1,2,0,0,0,0,1,0,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,10
7809,660151393,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19200114,1862-08-30,1862,1920,58,66078091,0.0,4,0,0,0,4,0,1,0,1,0,0,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,10
7809,660151398,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19200114,1862-08-30,1862,1920,58,66078091,0.0,8,0,1,0,1,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7809,660151404,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19200114,1862-08-30,1862,1920,58,66078091,3.776829915761961e-20,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8115,660281036,EVANS,JOHN,H,MT,M,D,1.0,voting,19201220,1863-01-07,1863,1920,57,66081150,4.883219787660877e-21,7,0,1,0,2,0,0,0,0,0,0,0.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8115,660281038,EVANS,JOHN,H,MT,M,D,1.0,voting,19201220,1863-01-07,1863,1920,57,66081150,0.0,9,0,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7256,660312164,THOMAS,CHARLES,S,CO,M,D,,voting,19210202,1849-12-06,1849,1921,72,66072561,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7909,670407830,SINNOTT,NICHOLAS,H,OR,M,R,2.0,voting,19230227,1870-12-06,1870,1923,53,67079090,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9823,680053650,HAYDEN,CARL,H,AZ,M,D,0.0,voting,19240318,1877-10-02,1877,1924,47,68098230,0.0,2,0,0,0,0,0,7,0,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,10
7608,690124727,LENROOT,IRVINE,S,WI,M,R,,voting,19260514,1869-01-31,1869,1926,57,69076081,7.854879064657592e-07,7,0,2,0,0,0,0,0,1,0,0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
8062,700152019,ARENTZ,SAMUEL,H,NV,M,R,0.0,voting,19290124,1879-01-08,1879,1929,50,70080620,0.0,9,0,4,0,6,1,0,0,0,0,0,0.45,0.0,0.2,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,20
8115,700152022,EVANS,JOHN,H,MT,M,D,1.0,voting,19290124,1863-01-07,1863,1929,66,70081150,4.915697198135846e-10,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8115,700152029,EVANS,JOHN,H,MT,M,D,1.0,voting,19290124,1863-01-07,1863,1929,66,70081150,1.511554923982727e-16,8,0,1,0,0,1,0,0,0,0,0,0.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
8109,710292046,EATON,WILLIAM,H,CO,M,R,1.0,voting,19310209,1877-12-17,1877,1931,54,71081090,0.0,8,0,2,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8233,710310406,WALSH,THOMAS,S,MT,M,D,,voting,19310226,1859-06-12,1859,1931,72,71082331,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8089,710320464,COLTON,DON,H,UT,M,R,1.0,voting,19310303,1876-09-15,1876,1931,55,71080890,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8115,720065300,EVANS,JOHN,H,MT,M,D,1.0,voting,19320323,1863-01-07,1863,1932,69,72081150,0.0,1,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
8109,720176035,EATON,WILLIAM,H,CO,M,R,1.0,voting,19321216,1877-12-17,1877,1932,55,72081090,2.969529363669426e-16,8,0,1,0,0,0,0,0,0,1,0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
9068,740209197,THOMAS,JOHN,S,OK,M,D,,voting,19360424,1876-09-08,1876,1936,60,74090681,0.0,2,0,0,0,0,0,8,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,10
8811,760084980,MURDOCK,ORRICE,H,UT,M,D,1.0,voting,19390626,1893-07-18,1893,1939,46,76088110,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8388,760155136,ASHURST,HENRY,S,AZ,M,D,,voting,19400219,1874-09-13,1874,1940,66,76083881,0.0,2,0,0,0,0,0,7,0,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,10
8811,790213997,MURDOCK,ORRICE,S,UT,M,D,,voting,19460601,1893-07-18,1893,1946,53,79088111,0.0,15,0,1,0,0,1,2,0,0,1,0,0.75,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,20
9354,790213998,MILLIKIN,EUGENE,S,CO,M,R,,voting,19460601,1891-02-12,1891,1946,55,79093541,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8811,790213999,MURDOCK,ORRICE,S,UT,M,D,,voting,19460601,1893-07-18,1893,1946,53,79088111,0.0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
8811,790214003,MURDOCK,ORRICE,S,UT,M,D,,voting,19460601,1893-07-18,1893,1946,53,79088111,6.804446314832052e-13,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9405,830190358,BUTLER,HUGH,S,NE,M,R,,voting,19540615,1878-02-28,1878,1954,76,83094051,0.0,9,0,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
9396,830190368,BARRETT,FRANK,S,WY,M,R,,voting,19540615,1892-11-10,1892,1954,62,83093961,0.0,6,1,1,0,1,1,0,0,0,0,0,0.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
9853,830190369,MORSE,WAYNE,S,OR,M,I,,voting,19540615,1900-10-20,1900,1954,54,83098531,1.4535623914907816e-12,13,0,6,1,0,0,0,0,0,0,0,0.65,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9396,830190370,BARRETT,FRANK,S,WY,M,R,,voting,19540615,1892-11-10,1892,1954,62,83093961,0.0,1,1,17,0,0,0,0,0,1,0,0,0.05,0.05,0.85,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
9853,830190371,MORSE,WAYNE,S,OR,M,I,,voting,19540615,1900-10-20,1900,1954,54,83098531,1.1531184822808791e-11,8,0,2,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,830190375,MORSE,WAYNE,S,OR,M,I,,voting,19540615,1900-10-20,1900,1954,54,83098531,0.0,11,0,9,0,0,0,0,0,0,0,0,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9396,830208264,BARRETT,FRANK,S,WY,M,R,,voting,19540708,1892-11-10,1892,1954,62,83093961,1.7450963119896418e-07,9,0,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9436,830208265,MALONE,GEORGE,S,NV,M,R,,voting,19540708,1890-08-07,1890,1954,64,83094361,0.0,6,1,1,1,0,0,1,0,0,0,0,0.6,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
9436,830208267,MALONE,GEORGE,S,NV,M,R,,voting,19540708,1890-08-07,1890,1954,64,83094361,6.437080420124593e-09,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9543,830208300,CASE,FRANCIS,S,SD,M,R,,voting,19540708,1896-12-09,1896,1954,58,83095431,2.4033253325818983e-14,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10107,830218557,ASPINALL,WAYNE,H,CO,M,D,4.0,voting,19540719,1896-04-03,1896,1954,58,83101070,0.0,20,1,4,0,0,5,0,0,0,0,0,0.6666666666666666,0.03333333333333333,0.13333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,30
10107,830218577,ASPINALL,WAYNE,H,CO,M,D,4.0,voting,19540719,1896-04-03,1896,1954,58,83101070,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9436,830240324,MALONE,GEORGE,S,NV,M,R,,voting,19540730,1890-08-07,1890,1954,64,83094361,0.0,4,0,2,0,1,3,0,0,0,0,0,0.4,0.0,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,10
9526,840062814,YOUNG,CLARENCE,H,NV,M,R,0.0,voting,19550620,1922-11-07,1922,1955,33,84095260,0.0,6,0,0,0,3,0,1,0,0,0,0,0.6,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,10
9436,840067567,MALONE,GEORGE,S,NV,M,R,,voting,19550628,1890-08-07,1890,1955,65,84094361,0.0,9,0,1,2,0,0,6,0,1,1,0,0.45,0.0,0.05,0.1,0.0,0.0,0.3,0.0,0.05,0.05,0.0,20
9985,840067655,ANDERSON,CLINTON,S,NM,M,D,,voting,19550628,1895-10-23,1895,1955,60,84099851,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10042,850113005,BIBLE,ALAN,S,NV,M,D,,voting,19570805,1909-11-20,1909,1957,48,85100421,0.0,7,0,1,0,1,1,0,0,0,0,0,0.7,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
9516,850154559,NEUBERGER,RICHARD,S,OR,M,D,,voting,19580206,1912-12-26,1912,1958,46,85095161,0.0,2,1,0,0,0,7,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
9984,850235049,ALLOTT,GORDON,S,CO,M,R,,voting,19580624,1907-01-02,1907,1958,51,85099841,0.0,2,0,3,0,1,0,0,0,4,0,0,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,10
9923,870073790,HOLLAND,SPESSARD,S,FL,M,D,,voting,19610627,1892-07-10,1892,1961,69,87099231,0.0,9,0,0,0,0,0,1,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10042,870152019,BIBLE,ALAN,S,NV,M,D,,voting,19620125,1909-11-20,1909,1962,53,87100421,0.0,4,0,1,0,0,0,4,0,1,0,0,0.4,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,10
9543,870152052,CASE,FRANCIS,S,SD,M,R,,voting,19620125,1896-12-09,1896,1962,66,87095431,0.0,1,1,1,0,0,0,7,0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
10315,870212875,CHURCH,FRANK,S,ID,M,D,,voting,19620620,1924-07-25,1924,1962,38,87103151,0.0,13,0,0,0,2,5,0,0,0,0,0,0.65,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,20
10512,870280316,JOHNSON,HAROLD,H,CA,M,D,2.0,voting,19620917,1907-12-02,1907,1962,55,87105120,0.0,19,0,1,0,0,0,0,0,0,0,0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10281,880022635,SAYLOR,JOHN,H,PA,M,R,22.0,voting,19630328,1908-07-23,1908,1963,55,88102810,0.0,9,0,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10169,880084116,MOSS,FRANK,S,UT,M,D,,voting,19630828,1911-09-23,1911,1963,52,88101691,0.0,4,0,4,0,1,0,1,0,0,0,0,0.4,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
9852,880119587,MONRONEY,ALMER,S,OK,M,D,,voting,19631118,1902-03-02,1902,1963,61,88098521,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10500,880168077,FLOOD,DANIEL,H,PA,M,D,11.0,voting,19640225,1903-11-26,1903,1964,61,88105000,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10281,880177372,SAYLOR,JOHN,H,PA,M,R,22.0,voting,19640310,1908-07-23,1908,1964,56,88102810,0.0,4,1,2,0,3,0,0,0,0,0,0,0.4,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
10169,890000650,MOSS,FRANK,S,UT,M,D,,voting,19650106,1911-09-23,1911,1965,54,89101691,0.0,4,0,4,0,1,0,1,0,0,0,0,0.4,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
10131,890010261,DWYER,FLORENCE,H,NJ,F,R,6.0,voting,19650209,1902-07-04,1902,1965,63,89101310,0.0,0,25,0,4,0,0,0,0,1,0,0,0.0,0.8333333333333334,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,30
10346,890032194,JOHNSON,ALBERT,H,PA,M,R,23.0,voting,19650405,1906-04-17,1906,1965,59,89103460,4.565139951370466e-09,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
10529,890102729,PATTEN,EDWARD,H,NJ,M,D,15.0,voting,19650728,1905-08-22,1905,1965,60,89105290,0.0,4,0,0,0,0,2,0,0,1,3,0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.0,10
10143,890188347,HALL,DURWARD,H,MO,M,R,7.0,voting,19660314,1910-09-14,1910,1966,56,89101430,0.0,0,1,0,0,0,0,0,0,0,9,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,10
10053,900100651,DOMINICK,PETER,S,CO,M,R,,voting,19670807,1915-07-07,1915,1967,52,90100531,0.0,0,4,0,53,0,0,2,0,1,0,0,0.0,0.06666666666666667,0.0,0.8833333333333333,0.0,0.0,0.03333333333333333,0.0,0.016666666666666666,0.0,0.0,60
10053,900110343,DOMINICK,PETER,S,CO,M,R,,voting,19670818,1915-07-07,1915,1967,52,90100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10687,900135807,OTTINGER,RICHARD,H,NY,M,D,25.0,voting,19671004,1929-01-27,1929,1967,38,90106870,0.0,0,1,0,8,0,0,0,0,1,0,0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
10053,900137983,DOMINICK,PETER,S,CO,M,R,,voting,19671006,1915-07-07,1915,1967,52,90100531,0.0,0,1,1,38,0,0,0,0,0,0,0,0.0,0.025,0.025,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
10053,900140316,DOMINICK,PETER,S,CO,M,R,,voting,19671011,1915-07-07,1915,1967,52,90100531,5.863815802447104e-08,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10354,900237583,MAGNUSON,WARREN,S,WA,M,D,,voting,19680503,1905-04-12,1905,1968,63,90103541,0.0,0,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10053,900295068,DOMINICK,PETER,S,CO,M,R,,voting,19680725,1915-07-07,1915,1968,53,90100531,0.0,0,3,0,26,0,0,1,0,0,0,0,0.0,0.1,0.0,0.8666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,30
10354,910014371,MAGNUSON,WARREN,S,WA,M,D,,voting,19690307,1905-04-12,1905,1969,64,91103541,0.0,0,1,0,8,0,0,1,0,0,0,0,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10687,910016108,OTTINGER,RICHARD,H,NY,M,D,25.0,voting,19690312,1929-01-27,1929,1969,40,91106870,0.0,0,11,0,79,0,0,0,0,0,0,0,0.0,0.12222222222222222,0.0,0.8777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
10082,910030103,OLSEN,ARNOLD,H,MT,M,D,1.0,voting,19690506,1916-12-17,1916,1969,53,91100820,0.0,0,5,0,25,0,0,0,0,0,0,0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10136,910094470,FULTON,JAMES,H,PA,M,R,27.0,voting,19691007,1903-03-01,1903,1969,66,91101360,0.0,0,12,0,0,1,0,0,0,0,7,0,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.35,0.0,20
10053,910169231,DOMINICK,PETER,S,CO,M,R,,voting,19700225,1915-07-07,1915,1970,55,91100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910170162,DOMINICK,PETER,S,CO,M,R,,voting,19700226,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,910170173,GOLDWATER,BARRY,S,AZ,M,R,,voting,19700226,1909-01-01,1909,1970,61,91106051,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910170178,DOMINICK,PETER,S,CO,M,R,,voting,19700226,1915-07-07,1915,1970,55,91100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9984,910170183,ALLOTT,GORDON,S,CO,M,R,,voting,19700226,1907-01-02,1907,1970,63,91099841,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910170192,DOMINICK,PETER,S,CO,M,R,,voting,19700226,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10404,910170198,CANNON,HOWARD,S,NV,M,D,,voting,19700226,1912-01-26,1912,1970,58,91104041,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910206707,DOMINICK,PETER,S,CO,M,R,,voting,19700512,1915-07-07,1915,1970,55,91100531,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910212282,DOMINICK,PETER,S,CO,M,R,,voting,19700521,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910303152,DOMINICK,PETER,S,CO,M,R,,voting,19701117,1915-07-07,1915,1970,55,91100531,0.0,0,6,0,23,0,0,1,0,0,0,0,0.0,0.2,0.0,0.7666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,30
10053,910303161,DOMINICK,PETER,S,CO,M,R,,voting,19701117,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,910303174,GOLDWATER,BARRY,S,AZ,M,R,,voting,19701117,1909-01-01,1909,1970,61,91106051,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910303179,DOMINICK,PETER,S,CO,M,R,,voting,19701117,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9984,910303184,ALLOTT,GORDON,S,CO,M,R,,voting,19701117,1907-01-02,1907,1970,63,91099841,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10053,910303193,DOMINICK,PETER,S,CO,M,R,,voting,19701117,1915-07-07,1915,1970,55,91100531,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
