speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_0,cluster_1,cluster_4,cluster_2,cluster_5,cluster_6,cluster_14,cluster_15,cluster_18,cluster_9,cluster_17,cluster_10,cluster_8,cluster_16,cluster_13,cluster_19,cluster_20,cluster_21,cluster_11,cluster_3,cluster_12,cluster_7,cluster_0_p,cluster_1_p,cluster_4_p,cluster_2_p,cluster_5_p,cluster_6_p,cluster_14_p,cluster_15_p,cluster_18_p,cluster_9_p,cluster_17_p,cluster_10_p,cluster_8_p,cluster_16_p,cluster_13_p,cluster_19_p,cluster_20_p,cluster_21_p,cluster_11_p,cluster_3_p,cluster_12_p,cluster_7_p,n
8457,680021596,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19240207,1875-05-01,1875,1924,49,68084570,5.935957077123289e-23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,680030135,SMITH,ELLISON,S,SC,M,D,,voting,19240220,1864-08-01,1864,1924,60,68087101,0.0,2,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7928,680043344,BURTON,THEODORE,H,OH,M,R,22.0,voting,19240305,1851-12-20,1851,1924,73,68079280,0.0,16,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8611,680043389,SNELL,BERTRAND,H,NY,M,R,31.0,voting,19240305,1870-12-09,1870,1924,54,68086110,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8611,680043395,SNELL,BERTRAND,H,NY,M,R,31.0,voting,19240305,1870-12-09,1870,1924,54,68086110,0.0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,680043425,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19240305,1875-05-01,1875,1924,49,68084570,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,680045398,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19240307,1875-05-01,1875,1924,49,68084570,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8081,680045500,CHINDBLOM,CARL,H,IL,M,R,10.0,voting,19240307,1870-12-21,1870,1924,54,68080810,0.0,12,1,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.025,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
7791,680046008,HILL,JOHN,H,MD,M,R,3.0,voting,19240308,1879-05-02,1879,1924,45,68077910,0.0,42,4,1,2,1,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0.7,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
7742,680051628,REED,JAMES,S,MO,M,D,,voting,19240315,1861-11-09,1861,1924,63,68077421,0.0,2,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.75,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8330,680088388,LOZIER,RALPH,H,MO,M,D,2.0,voting,19240419,1866-01-28,1866,1924,58,68083300,0.0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,680135414,REED,JAMES,S,MO,M,D,,voting,19240602,1861-11-09,1861,1924,63,68077421,0.0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7761,680146567,WATKINS,ELTON,H,OR,M,D,3.0,voting,19240607,1881-07-06,1881,1924,43,68077610,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8552,680147685,HARRISON,BYRON,S,MS,M,D,,voting,19241205,1881-08-29,1881,1924,43,68085521,0.0,5,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,680147999,WADSWORTH,JAMES,S,NY,M,R,,voting,19241205,1877-08-12,1877,1924,47,68092861,0.0,12,2,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.05,0.0,0.05,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8412,680149109,COPELAND,ROYAL,S,NY,M,D,,voting,19241208,1868-11-07,1868,1924,56,68084121,0.0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,680149111,SMITH,ELLISON,S,SC,M,D,,voting,19241208,1864-08-01,1864,1924,60,68087101,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,680149145,SMITH,ELLISON,S,SC,M,D,,voting,19241208,1864-08-01,1864,1924,60,68087101,0.0,5,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9168,680152364,MCKELLAR,KENNETH,S,TN,M,D,,voting,19241212,1869-01-29,1869,1924,55,68091681,0.0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7855,680161213,BROOKHART,SMITH,S,IA,M,R,,voting,19250103,1869-02-02,1869,1925,56,68078551,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,680166906,WADSWORTH,JAMES,S,NY,M,R,,voting,19250110,1877-08-12,1877,1925,48,68092861,0.0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8915,680166944,MCNARY,CHARLES,S,OR,M,R,,voting,19250110,1874-06-12,1874,1925,51,68089151,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8412,680168910,COPELAND,ROYAL,S,NY,M,D,,voting,19250113,1868-11-07,1868,1925,57,68084121,0.0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,680176389,REED,JAMES,S,MO,M,D,,voting,19250122,1861-11-09,1861,1925,64,68077421,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,680181362,ALMON,EDWARD,H,AL,M,D,8.0,voting,19250127,1860-04-18,1860,1925,65,68082560,0.0,3,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,680203584,NORRIS,GEORGE,S,NE,M,R,,voting,19250219,1861-07-11,1861,1925,64,68085881,0.0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,680206914,SMITH,ELLISON,S,SC,M,D,,voting,19250221,1864-08-01,1864,1925,61,68087101,0.0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,680207831,NORRIS,GEORGE,S,NE,M,R,,voting,19250223,1861-07-11,1861,1925,64,68085881,0.0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,680209944,REED,JAMES,S,MO,M,D,,voting,19250224,1861-11-09,1861,1925,64,68077421,0.0,9,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.25,0.05,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7891,680219105,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19250302,1855-03-21,1855,1925,70,68078910,0.0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,680219177,ALMON,EDWARD,H,AL,M,D,8.0,voting,19250302,1860-04-18,1860,1925,65,68082560,0.0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7742,690004149,REED,JAMES,S,MO,M,D,,voting,19250314,1861-11-09,1861,1925,64,69077421,0.0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8750,690010335,COLLINS,ROSS,H,MS,M,D,5.0,voting,19251218,1880-04-25,1880,1925,45,69087500,0.0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,690032844,KING,WILLIAM,S,UT,M,D,,voting,19260202,1863-06-03,1863,1926,63,69084501,0.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7977,690060821,HOWELL,ROBERT,S,NE,M,R,,voting,19260305,1864-01-21,1864,1926,62,69079771,0.0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7977,690060825,HOWELL,ROBERT,S,NE,M,R,,voting,19260305,1864-01-21,1864,1926,62,69079771,0.0,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7977,690060886,HOWELL,ROBERT,S,NE,M,R,,voting,19260305,1864-01-21,1864,1926,62,69079771,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7977,690060892,HOWELL,ROBERT,S,NE,M,R,,voting,19260305,1864-01-21,1864,1926,62,69079771,0.0,17,15,1,1,1,1,10,0,10,0,0,3,0,0,0,1,0,0,0,0,0,0,0.2833333333333333,0.25,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.05,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,60
7977,690060917,HOWELL,ROBERT,S,NE,M,R,,voting,19260305,1864-01-21,1864,1926,62,69079771,0.0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9327,690061846,GEORGE,WALTER,S,GA,M,D,,voting,19260306,1878-01-29,1878,1926,48,69093271,0.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7608,690062645,LENROOT,IRVINE,S,WI,M,R,,voting,19260308,1869-01-31,1869,1926,57,69076081,1.114419996976183e-12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9327,690062672,GEORGE,WALTER,S,GA,M,D,,voting,19260308,1878-01-29,1878,1926,48,69093271,0.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7962,690114110,FORT,FRANKLIN,H,NJ,M,R,9.0,voting,19260504,1880-03-30,1880,1926,46,69079620,0.0,0,1,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.6,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7962,690128246,FORT,FRANKLIN,H,NJ,M,R,9.0,voting,19260518,1880-03-30,1880,1926,46,69079620,0.0,1,0,0,3,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7815,690175250,SACKETT,FREDERIC,S,KY,M,R,,voting,19261213,1868-12-17,1868,1926,58,69078151,0.0,48,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,60
9827,690196397,HILL,JOSEPH,H,AL,M,D,2.0,voting,19270120,1894-12-29,1894,1927,33,69098270,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,690207674,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19270202,1855-03-21,1855,1927,72,69078910,0.0,11,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9168,690212884,MCKELLAR,KENNETH,S,TN,M,D,,voting,19270207,1869-01-29,1869,1927,58,69091681,0.0,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7888,700006436,LOWREY,BILL,H,MS,M,D,2.0,voting,19271216,1862-05-25,1862,1927,65,70078880,0.0,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,700041150,NORRIS,GEORGE,S,NE,M,R,,voting,19280224,1861-07-11,1861,1928,67,70085881,0.0,13,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8588,700041161,NORRIS,GEORGE,S,NE,M,R,,voting,19280224,1861-07-11,1861,1928,67,70085881,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,700041184,NORRIS,GEORGE,S,NE,M,R,,voting,19280224,1861-07-11,1861,1928,67,70085881,0.0,38,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
8265,700048965,BLACK,HUGO,S,AL,M,D,,voting,19280306,1886-02-27,1886,1928,42,70082651,0.0,2,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,700053535,KING,WILLIAM,S,UT,M,D,,voting,19280312,1863-06-03,1863,1928,65,70084501,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8552,700054429,HARRISON,BYRON,S,MS,M,D,,voting,19280313,1881-08-29,1881,1928,47,70085521,0.0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,700067853,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19280330,1875-05-01,1875,1928,53,70084570,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10123,700070673,CELLER,EMANUEL,H,NY,M,D,10.0,voting,19280405,1888-05-06,1888,1928,40,70101230,0.0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7871,700097045,FROTHINGHAM,LOUIS,H,MA,M,R,14.0,voting,19280509,1871-07-13,1871,1928,57,70078710,0.0,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8243,700097063,WRIGHT,WILLIAM,H,GA,M,D,4.0,voting,19280509,1866-01-06,1866,1928,62,70082430,0.0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7965,700097095,GLYNN,JAMES,H,CT,M,R,5.0,voting,19280509,1867-11-12,1867,1928,61,70079650,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9322,700097136,EATON,CHARLES,H,NJ,M,R,4.0,voting,19280509,1868-03-29,1868,1928,60,70093220,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8611,700097157,SNELL,BERTRAND,H,NY,M,R,31.0,voting,19280509,1870-12-09,1870,1928,58,70086110,0.0,20,5,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
8256,700100087,ALMON,EDWARD,H,AL,M,D,8.0,voting,19280512,1860-04-18,1860,1928,68,70082560,0.0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8316,700109315,HOOPER,JOSEPH,H,MI,M,R,3.0,voting,19280521,1877-12-22,1877,1928,51,70083160,0.0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8316,700109322,HOOPER,JOSEPH,H,MI,M,R,3.0,voting,19280521,1877-12-22,1877,1928,51,70083160,0.0,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,700111799,NORRIS,GEORGE,S,NE,M,R,,voting,19280522,1861-07-11,1861,1928,67,70085881,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8412,700111801,COPELAND,ROYAL,S,NY,M,D,,voting,19280522,1868-11-07,1868,1928,60,70084121,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8412,700111904,COPELAND,ROYAL,S,NY,M,D,,voting,19280522,1868-11-07,1868,1928,60,70084121,1.8436557846372879e-09,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9168,700114814,MCKELLAR,KENNETH,S,TN,M,D,,voting,19280524,1869-01-29,1869,1928,59,70091681,0.0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
