speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_4,cluster_5,cluster_1,cluster_2,cluster_13,cluster_15,cluster_7,cluster_8,cluster_14,cluster_9,cluster_6,cluster_20,cluster_3,cluster_16,cluster_11,cluster_19,cluster_18,cluster_12,cluster_0,cluster_17,cluster_10,cluster_4_p,cluster_5_p,cluster_1_p,cluster_2_p,cluster_13_p,cluster_15_p,cluster_7_p,cluster_8_p,cluster_14_p,cluster_9_p,cluster_6_p,cluster_20_p,cluster_3_p,cluster_16_p,cluster_11_p,cluster_19_p,cluster_18_p,cluster_12_p,cluster_0_p,cluster_17_p,cluster_10_p,n
10891,980078072,DANNEMEYER,WILLIAM,H,CA,M,R,39.0,voting,19830725,1929-09-22,1929,1983,54,0.0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11072,980084898,ROSTENKOWSKI,DANIEL,H,IL,M,D,8.0,voting,19830801,1928-01-02,1928,1983,55,0.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11310,980084907,JEFFORDS,JAMES,H,VT,M,R,0.0,voting,19830801,1934-05-11,1934,1983,49,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10761,980084909,BIAGGI,MARIO,H,NY,M,D,19.0,voting,19830801,1917-10-26,1917,1983,66,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10972,980084910,ROYBAL,EDWARD,H,CA,M,D,25.0,voting,19830801,1916-02-10,1916,1983,67,0.0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10966,980085352,PURSELL,CARL,H,MI,M,R,2.0,voting,19830801,1932-12-19,1932,1983,51,0.0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,980087678,DOLE,ROBERT,S,KS,M,R,,voting,19830803,1923-07-22,1923,1983,60,0.0,3,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10830,980087679,HEINZ,HENRY,S,PA,M,R,,voting,19830803,1938-10-23,1938,1983,45,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10732,980090243,JONES,JAMES,H,OK,M,D,1.0,voting,19830804,1939-05-05,1939,1983,44,0.0,5,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11514,980092864,REGULA,RALPH,H,OH,M,R,16.0,voting,19830914,1924-12-03,1924,1983,59,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11451,980097445,SPECTER,ARLEN,S,PA,M,R,,voting,19830921,1930-02-12,1930,1983,53,0.0,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10714,980097839,CAMPBELL,CARROLL,H,SC,M,R,4.0,voting,19830921,1940-07-24,1940,1983,43,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10891,980098195,DANNEMEYER,WILLIAM,H,CA,M,R,39.0,voting,19830921,1929-09-22,1929,1983,54,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10710,980102215,ARMSTRONG,WILLIAM,S,CO,M,R,,voting,19830928,1937-03-16,1937,1983,46,0.0,2,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11501,980104489,LOTT,TRENT,H,MS,M,R,5.0,voting,19830929,1941-10-09,1941,1983,42,0.0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10733,980117860,KINDNESS,THOMAS,H,OH,M,R,8.0,voting,19831024,1929-08-26,1929,1983,54,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10733,980117862,KINDNESS,THOMAS,H,OH,M,R,8.0,voting,19831024,1929-08-26,1929,1983,54,1.3355284478916416e-05,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10843,980117906,NIELSON,HOWARD,H,UT,M,R,3.0,voting,19831024,1924-09-12,1924,1983,59,0.0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10807,980118092,BENTSEN,LLOYD,S,TX,M,D,,voting,19831025,1921-02-11,1921,1983,62,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10980,980127508,SIMPSON,ALAN,S,WY,M,R,,voting,19831103,1931-09-02,1931,1983,52,0.0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11959,980134431,GRASSLEY,CHARLES,S,IA,M,R,,voting,19831110,1933-09-17,1933,1983,50,0.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11451,980134432,SPECTER,ARLEN,S,PA,M,R,,voting,19831110,1930-02-12,1930,1983,53,0.0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11829,980136658,COCHRAN,THAD,S,MS,M,R,,voting,19831111,1937-12-07,1937,1983,46,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10610,980138527,HART,GARY,S,CO,M,D,,voting,19831115,1936-11-28,1936,1983,47,0.0,11,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6111111111111112,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10625,980139759,MATTINGLY,MACK,S,GA,M,R,,voting,19831116,1931-01-07,1931,1983,52,0.0,4,3,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.10714285714285714,0.6071428571428571,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
10625,980139783,MATTINGLY,MACK,S,GA,M,R,,voting,19831116,1931-01-07,1931,1983,52,1.7238907465826498e-12,10,16,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2702702702702703,0.43243243243243246,0.0,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
10625,980139800,MATTINGLY,MACK,S,GA,M,R,,voting,19831116,1931-01-07,1931,1983,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,980139927,DOMENICI,PETE,S,NM,M,R,,voting,19831116,1932-05-07,1932,1983,51,0.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11817,980152313,HATCH,ORRIN,S,UT,M,R,,voting,19840202,1934-03-22,1934,1984,50,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11141,980154124,MONTGOMERY,GILLESPIE,H,MS,M,D,3.0,voting,19840208,1920-08-05,1920,1984,64,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10980,980155157,SIMPSON,ALAN,S,WY,M,R,,voting,19840209,1931-09-02,1931,1984,53,0.0,1,3,1,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.7241379310344828,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
11123,980157785,GORTON,T.,S,WA,M,R,,voting,19840227,1928-01-08,1928,1984,56,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10714,980175897,CAMPBELL,CARROLL,H,SC,M,R,4.0,voting,19840404,1940-07-24,1940,1984,44,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10874,980177484,BARTLETT,HARRY,H,TX,M,R,3.0,voting,19840409,1947-09-19,1947,1984,37,0.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10715,980178145,CARNEY,WILLIAM,H,NY,M,R,1.0,voting,19840410,1942-07-01,1942,1984,42,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11009,980178522,BUMPERS,DALE,S,AR,M,D,,voting,19840410,1925-08-12,1925,1984,59,0.0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10802,980178547,SYMMS,STEVEN,S,ID,M,R,,voting,19840410,1938-04-23,1938,1984,46,0.0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10802,980178553,SYMMS,STEVEN,S,ID,M,R,,voting,19840410,1938-04-23,1938,1984,46,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10802,980178554,SYMMS,STEVEN,S,ID,M,R,,voting,19840410,1938-04-23,1938,1984,46,0.0,1,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,980178562,PERCY,CHARLES,S,IL,M,R,,voting,19840410,1919-09-27,1919,1984,65,0.0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,980178568,HOLLINGS,ERNEST,S,SC,M,D,,voting,19840410,1922-01-01,1922,1984,62,0.0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10830,980178584,HEINZ,HENRY,S,PA,M,R,,voting,19840410,1938-10-23,1938,1984,46,0.0,12,30,10,18,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0.1411764705882353,0.35294117647058826,0.11764705882352941,0.21176470588235294,0.0,0.023529411764705882,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411764705882353,85
11189,980181390,HELMS,JESSE,S,NC,M,R,,voting,19840412,1921-10-18,1921,1984,63,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10878,980181553,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19840412,1943-07-28,1943,1984,41,0.0,3,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.631578947368421,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10878,980181556,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19840412,1943-07-28,1943,1984,41,0.0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11535,980182546,BIDEN,JOSEPH,S,DE,M,D,,voting,19840412,1942-11-20,1942,1984,42,0.0,5,25,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13513513513513514,0.6756756756756757,0.10810810810810811,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
11535,980184333,BIDEN,JOSEPH,S,DE,M,D,,voting,19840425,1942-11-20,1942,1984,42,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11535,980184334,BIDEN,JOSEPH,S,DE,M,D,,voting,19840425,1942-11-20,1942,1984,42,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10782,980185390,KASTEN,ROBERT,S,WI,M,R,,voting,19840426,1942-06-19,1942,1984,42,0.0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10802,980186250,SYMMS,STEVEN,S,ID,M,R,,voting,19840430,1938-04-23,1938,1984,46,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10748,980187112,SILJANDER,MARK,H,MI,M,R,4.0,voting,19840501,1951-06-11,1951,1984,33,0.0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11535,980187482,BIDEN,JOSEPH,S,DE,M,D,,voting,19840502,1942-11-20,1942,1984,42,0.0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11189,980187543,HELMS,JESSE,S,NC,M,R,,voting,19840502,1921-10-18,1921,1984,63,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,980189469,DOMENICI,PETE,S,NM,M,R,,voting,19840508,1932-05-07,1932,1984,52,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11735,980194588,BAUCUS,MAX,S,MT,M,D,,voting,19840516,1941-12-11,1941,1984,43,0.0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11535,980196343,BIDEN,JOSEPH,S,DE,M,D,,voting,19840517,1942-11-20,1942,1984,42,0.0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,980197543,CRANSTON,ALAN,S,CA,M,D,,voting,19840518,1914-06-19,1914,1984,70,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11535,980201711,BIDEN,JOSEPH,S,DE,M,D,,voting,19840524,1942-11-20,1942,1984,42,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10980,980212498,SIMPSON,ALAN,S,WY,M,R,,voting,19840613,1931-09-02,1931,1984,53,0.0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,980212611,DOMENICI,PETE,S,NM,M,R,,voting,19840613,1932-05-07,1932,1984,52,1.7756759215510843e-10,3,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.6842105263157895,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11143,980213066,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19840613,1927-03-16,1927,1984,57,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11143,980213130,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19840613,1927-03-16,1927,1984,57,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11141,980216484,MONTGOMERY,GILLESPIE,H,MS,M,D,3.0,voting,19840618,1920-08-05,1920,1984,64,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11000,980216495,APPLEGATE,DOUGLAS,H,OH,M,D,18.0,voting,19840618,1928-03-27,1928,1984,56,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10511,980218950,JEPSEN,ROGER,S,IA,M,R,,voting,19840619,1928-12-23,1928,1984,56,0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10748,980219787,SILJANDER,MARK,H,MI,M,R,4.0,voting,19840620,1951-06-11,1951,1984,33,0.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10826,980231476,FRENZEL,WILLIAM,H,MN,M,R,3.0,voting,19840629,1928-07-31,1928,1984,56,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,980236587,DOLE,ROBERT,S,KS,M,R,,voting,19840726,1923-07-22,1923,1984,61,0.0,0,9,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.45,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10773,980246708,DIXON,ALAN,S,IL,M,D,,voting,19840809,1927-07-07,1927,1984,57,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10782,980247824,KASTEN,ROBERT,S,WI,M,R,,voting,19840810,1942-06-19,1942,1984,42,0.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11072,980251002,ROSTENKOWSKI,DANIEL,H,IL,M,D,8.0,voting,19840909,1928-01-02,1928,1984,56,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10748,980254120,SILJANDER,MARK,H,MI,M,R,4.0,voting,19840913,1951-06-11,1951,1984,33,0.0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
